customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
709379283,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,20.35,20.35,Existing Customer
711840408,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Blue,110.8,6840.95,Existing Customer
785328408,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,3,Yes,Blue,73,3001.2,Existing Customer
719873808,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2,Yes,Blue,100.05,6254.2,Existing Customer
715528983,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4,Yes,Blue,82.85,319.6,Existing Customer
720254883,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,4,Yes,Blue,84.35,1938.05,Existing Customer
811980858,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.55,294.5,Existing Customer
711330408,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.95,58.3,Existing Customer
718465458,Female,1,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,Blue,99.8,442.85,Existing Customer
710616183,Female,0,No,Yes,36,No,No phone service,DSL,No,No,No,No,No,Yes,3,Yes,Blue,35,553,Existing Customer
714580158,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,2,Yes,Blue,66.25,546.45,Existing Customer
710798883,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,23.3,797.1,Existing Customer
720511608,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,No,Blue,76,76,Existing Customer
708913233,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,Blue,25.3,1673.8,Existing Customer
788038383,Male,0,No,Yes,44,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,4,Yes,Blue,44.55,343.45,Existing Customer
719905908,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,4,Yes,Blue,104.1,7412.25,Existing Customer
807044958,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,3,Yes,Blue,92.55,4039,Existing Customer
719514783,Female,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,4,Yes,Blue,93.85,170.85,Existing Customer
787643658,Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,Blue,101.45,2948.6,Existing Customer
779138883,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,3,Yes,Blue,84.3,1308.4,Existing Customer
708173433,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,3,No,Blue,94.55,6078.75,Existing Customer
778401033,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,3,No,Blue,95.5,3418.2,Existing Customer
818375733,Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,2,Yes,Blue,100.3,6603.8,Attrited Customer
711048783,Female,0,Yes,Yes,45,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,3,Yes,Blue,55.5,3166.9,Existing Customer
721415658,Female,1,No,No,31,Yes,No,DSL,No,Yes,No,No,No,No,4,Yes,Blue,49.85,865.75,Existing Customer
717961458,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,2,Yes,Blue,89.55,6373.1,Existing Customer
718563483,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Blue,19.15,1177.05,Existing Customer
717128283,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4,Yes,Blue,99.8,5985.75,Existing Customer
718068933,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,3,Yes,Blue,84.4,732.5,Existing Customer
718623783,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Blue,113.05,7869.05,Existing Customer
716565258,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,4,Yes,Blue,101.1,1504.05,Existing Customer
712505658,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,19.95,936.7,Existing Customer
792565908,Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0,Yes,Blue,74.15,741.4,Existing Customer
709267308,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,4,Yes,Blue,92,6585.2,Existing Customer
710035008,Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,4,No,Blue,73.85,3122.4,Existing Customer
790082508,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,No,4,Yes,Blue,50.45,50.45,Existing Customer
716866308,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,24.45,1088.25,Existing Customer
709707033,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,24.8,615.35,Attrited Customer
718346658,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,3,Yes,Blue,64.85,2908.2,Existing Customer
824157858,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,20.75,739.9,Existing Customer
709735008,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,2,Yes,Blue,68.95,593.85,Existing Customer
814593858,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3,Yes,Blue,99.95,1132.75,Existing Customer
718416858,Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3,Yes,Blue,109.4,7227.45,Existing Customer
710307933,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,2,Yes,Blue,91.4,193.6,Existing Customer
715870758,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,2,No,Blue,49,1291.35,Existing Customer
713819283,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,3,Yes,Blue,50.25,2023.55,Existing Customer
710424408,Female,1,No,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,4,Yes,Blue,75.55,349.65,Existing Customer
709493283,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,19.9,153.95,Existing Customer
712489158,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,Blue,97.8,5458.8,Existing Customer
719013108,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,4,No,Blue,100.3,5244.45,Existing Customer
721178583,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,3,Yes,Blue,55.8,154.55,Attrited Customer
717769008,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Blue,111.15,4507.15,Existing Customer
709986633,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,2,Yes,Blue,98.55,2031.95,Existing Customer
721062408,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,3,Yes,Blue,50.05,50.05,Existing Customer
771349458,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4,No,Blue,80.8,332.45,Existing Customer
780557658,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,20.85,473.9,Existing Customer
771441558,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,19.5,106.8,Existing Customer
756409758,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,Blue,19.35,152.6,Existing Customer
720009558,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,2,No,Gold,69.5,1199.4,Existing Customer
778885158,Male,1,No,No,29,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,3,Yes,Blue,48.8,2555.05,Existing Customer
715543908,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,Blue,94.5,2979.2,Existing Customer
717591483,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,Blue,20.65,654.85,Existing Customer
715042608,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2,Yes,Blue,106.05,3834.4,Existing Customer
755959683,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4,Yes,Blue,100,1534.75,Existing Customer
715367058,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,Yes,Blue,108.3,4586.15,Existing Customer
714573258,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,20.55,20.55,Existing Customer
712281183,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,Blue,99.65,5941.05,Existing Customer
717670758,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2,Yes,Blue,85.3,424.15,Existing Customer
720666333,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,3,No,Blue,95.9,2234.95,Existing Customer
771556308,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,20,666.75,Existing Customer
708931908,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,4,No,Blue,70.4,281,Existing Customer
718894233,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,Yes,3,No,Blue,64.95,547.8,Existing Customer
771544533,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,No,Blue,74.6,74.6,Attrited Customer
708927108,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,No,No,4,Yes,Blue,49.2,571.15,Attrited Customer
717831783,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,4,Yes,Blue,73.75,1756.6,Existing Customer
709288383,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3,Yes,Blue,92.3,5731.45,Existing Customer
710813733,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,2,No,Silver,98.8,3475.55,Existing Customer
721084833,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Silver,19.2,156.85,Existing Customer
711258108,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3,No,Blue,88.65,2683.2,Existing Customer
710149008,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Yes,Blue,74.4,896.75,Existing Customer
711902058,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3,Yes,Blue,98.75,2407.3,Existing Customer
716757033,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,2,Yes,Blue,95.95,4456.65,Existing Customer
712688433,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2,No,Blue,105.4,6998.95,Existing Customer
713203908,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,20.25,36.8,Existing Customer
711772008,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,3,Yes,Blue,106,6547.7,Attrited Customer
708799983,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,Blue,104.7,4346.4,Attrited Customer
778882758,Female,0,No,No,50,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,2,Yes,Blue,49.05,2265,Existing Customer
709157133,Male,0,No,No,36,No,No phone service,DSL,No,No,Yes,Yes,No,No,3,No,Blue,35.55,1309.15,Existing Customer
741344808,Male,0,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Blue,65.1,4754.3,Existing Customer
739692933,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,2,Yes,Blue,96.85,1235.55,Existing Customer
766429908,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,3,Yes,Blue,69.75,3562.5,Existing Customer
802087683,Female,1,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,Blue,99.2,7213.75,Existing Customer
712491108,Male,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,4,Yes,Blue,96.7,2082.95,Existing Customer
714767508,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,2,Yes,Blue,55.05,102.75,Existing Customer
720376008,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,Blue,106.8,5914.4,Existing Customer
779126658,Male,0,No,No,48,Yes,No,DSL,Yes,No,No,No,No,No,4,No,Blue,51.25,51.25,Existing Customer
793222008,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,Yes,No,No,4,Yes,Blue,57.75,1282.85,Existing Customer
720812433,Female,1,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,4,Yes,Blue,70.85,4738.85,Existing Customer
717623583,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,19.55,19.55,Existing Customer
708878508,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,3,Yes,Blue,88.2,1775.8,Existing Customer
710043408,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,3,Yes,Blue,79.5,795.65,Existing Customer
789079758,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,Blue,19.75,145,Existing Customer
721311333,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,2,No,Blue,98.15,4993.4,Existing Customer
710749458,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Blue,20.25,61.45,Existing Customer
778275783,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4,Yes,Blue,79.15,4018.55,Existing Customer
799498158,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,No,Blue,75.65,1146.65,Existing Customer
716334258,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,4,Yes,Blue,94.25,6081.4,Existing Customer
716075208,Female,0,No,No,36,No,No phone service,DSL,No,No,Yes,No,No,Yes,2,Yes,Blue,40.2,1478.85,Existing Customer
780276258,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,19.95,243.65,Existing Customer
789282333,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,No,No,4,Yes,Blue,55.35,2633.95,Existing Customer
811571733,Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3,Yes,Blue,102.15,4735.35,Existing Customer
709429533,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,4,Yes,Blue,71.1,1247.75,Existing Customer
715247508,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,Blue,74.7,74.7,Existing Customer
718784358,Male,0,Yes,No,47,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,2,Yes,Blue,54.1,3794.5,Existing Customer
751450008,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,19.65,1008.7,Existing Customer
719227233,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,2,Yes,Blue,88.45,2130.55,Existing Customer
711050058,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,4,Yes,Blue,76.65,1313.55,Existing Customer
779040408,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,3,No,Blue,80.4,5727.15,Existing Customer
714024858,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,Blue,19.25,1372.9,Existing Customer
789849108,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Yes,Blue,84.8,1203.9,Existing Customer
710391258,Female,1,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,3,Yes,Blue,25.8,25.8,Existing Customer
718830183,Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.5,1215.1,Existing Customer
779696883,Female,0,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,3,Yes,Blue,68.6,2877.05,Existing Customer
719249733,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,4,No,Blue,92.6,1579.7,Existing Customer
737971833,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,4,Yes,Blue,100.55,5514.95,Existing Customer
772468983,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,20.55,96.1,Existing Customer
710990283,Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,4,Yes,Blue,42.6,72.4,Existing Customer
808750458,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Blue,19.6,55.25,Existing Customer
719692983,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0,No,Blue,67.45,2443.3,Existing Customer
719125158,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,4,Yes,Silver,68.85,1970.5,Existing Customer
787509408,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,No,No,2,No,Blue,43.55,335.4,Existing Customer
719206308,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4,Yes,Blue,109.85,7002.95,Existing Customer
717141858,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,20.65,158.95,Existing Customer
713172408,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,3,No,Blue,95.4,293.15,Existing Customer
720314583,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,21,1493.75,Existing Customer
708347583,Female,0,No,No,39,Yes,No,DSL,No,No,No,No,No,Yes,3,Yes,Blue,56.2,1093.4,Existing Customer
711006783,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,18.4,1057.85,Existing Customer
718274283,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,2,No,Blue,90,190.05,Existing Customer
803977008,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Blue,25.75,882.55,Existing Customer
715216908,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,19.6,300.4,Existing Customer
779611008,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,2,No,Blue,75.35,1025.95,Existing Customer
811467708,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.8,1436.95,Existing Customer
812597508,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,3,No,Blue,64.2,475,Existing Customer
718651083,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,3,Yes,Blue,75.75,5388.15,Existing Customer
708577308,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2,Yes,Blue,78.95,5730.15,Existing Customer
813990483,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,4,No,Blue,100.85,819.55,Existing Customer
816319008,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No,No,No,No,2,No,Blue,50.3,217.1,Existing Customer
789627258,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,2,Yes,Blue,80.3,4896.35,Existing Customer
713346558,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.85,1434.1,Existing Customer
708744933,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Blue,21.1,937.1,Existing Customer
708828258,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,Blue,69.95,330.15,Existing Customer
713511108,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,No,4,Yes,Blue,50,1474.9,Existing Customer
710208633,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,Blue,104.75,6536.5,Existing Customer
824165658,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,19.85,1128.1,Existing Customer
826513233,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4,Yes,Blue,107.5,6873.75,Existing Customer
788789658,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4,No,Blue,85.9,2199.05,Existing Customer
717837858,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,4,Yes,Blue,45.85,45.85,Existing Customer
709382958,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Yes,Blue,80.8,457.1,Existing Customer
716253858,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,25.25,566.5,Existing Customer
713725683,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2,No,Blue,80.55,2471.6,Existing Customer
710364258,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,3,Yes,Blue,81.5,3107.3,Existing Customer
816033783,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,Blue,20.9,518.3,Existing Customer
715065483,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3,Yes,Blue,106.1,5769.75,Existing Customer
718751133,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,3,No,Blue,91.7,91.7,Existing Customer
713983308,Male,0,No,No,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2,Yes,Blue,67.25,832.3,Existing Customer
718418958,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,3,Yes,Blue,95.6,1555.65,Attrited Customer
779367858,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,20.35,45.3,Existing Customer
711285633,Male,0,No,Yes,30,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,4,No,Blue,45.05,1790.6,Existing Customer
714974658,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,Yes,Blue,74.95,74.95,Existing Customer
716374308,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,Yes,No,No,2,No,Blue,34.65,246.6,Existing Customer
713416233,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,4,No,Blue,69.35,261.65,Existing Customer
797643708,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,Blue,95.35,898.35,Existing Customer
808292958,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Yes,Blue,81.55,4509.5,Existing Customer
719831958,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,4,Yes,Blue,75.4,5480.25,Existing Customer
708860358,Female,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,Yes,Yes,4,Yes,Blue,67.8,653.15,Existing Customer
717385983,Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4,Yes,Blue,111.4,1183.05,Existing Customer
719049033,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,No,4,No,Blue,46.3,639.45,Existing Customer
717581658,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Blue,20.4,478.75,Existing Customer
714347508,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,20.05,20.05,Existing Customer
803833608,Female,1,No,No,36,Yes,No,DSL,No,No,No,No,No,No,4,No,Silver,45,127.1,Existing Customer
712576908,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,3,Yes,Blue,96.1,4391.45,Existing Customer
778511733,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,No,Blue,19.65,270.6,Existing Customer
721464783,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,4,No,Blue,99.5,6710.5,Existing Customer
821179233,Female,1,Yes,No,24,Yes,No,DSL,No,Yes,Yes,Yes,No,No,2,Yes,Blue,60.65,3975.9,Attrited Customer
713126733,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,4,No,Blue,98.6,1704.95,Existing Customer
719688408,Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,0,Yes,Silver,59.5,415.95,Existing Customer
779811183,Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Yes,Blue,80.45,950.2,Existing Customer
771086208,Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,2,No,Blue,71.7,1497.05,Existing Customer
715217733,Male,0,No,No,53,No,No phone service,DSL,No,Yes,No,Yes,No,No,2,Yes,Blue,36,780.15,Existing Customer
